ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,TOTAL_AMOUNT,SHIPPING_COST,PAYMENT_METHOD,SHIPPING_ADDRESS,BILLING_ADDRESS,CREATED_AT,UPDATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
87000087,1000040,2025-08-23 16:28:57.858,Delivered,3643.33,18.0,PayPal,0608 Barbara Crossroad,84965 Yates Mountains Suite 511,2025-08-23 16:28:57.858,2025-08-23 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
86000086,1000040,2025-08-24 16:28:57.858,Delivered,7628.2,19.27,PayPal,41278 Carter Prairie Apt. 587,531 Jones Fields,2025-08-24 16:28:57.858,2025-08-25 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
85000085,1000040,2025-09-07 16:28:57.858,Shipped,3978.25,7.11,Debit Card,91474 Caldwell Pike Apt. 435,4482 Wolf Ville Apt. 041,2025-09-07 16:28:57.858,2025-09-07 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
84000084,1000040,2025-09-05 16:28:57.858,Delivered,2775.94,8.77,Debit Card,186 Harvey Centers,356 Maureen Freeway Suite 470,2025-09-05 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
83000083,1000039,2025-09-08 16:28:57.858,Shipped,2289.71,18.5,PayPal,82369 Gregory Lights,2052 Judith Roads Suite 812,2025-09-08 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
82000082,1000038,2025-09-03 16:28:57.858,Delivered,3293.65,15.28,Credit Card,99289 Lori Street,76123 Chelsea Landing Suite 914,2025-09-03 16:28:57.858,2025-09-03 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
80000080,1000037,2025-09-08 16:28:57.858,Shipped,2485.34,15.24,Debit Card,547 Finley Cliff Suite 469,5099 Amanda Turnpike Suite 974,2025-09-08 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
96000096,1000043,2025-08-25 16:28:57.858,Delivered,143.84,12.26,Credit Card,6386 Deanna Radial Apt. 240,53428 Deleon Creek Apt. 359,2025-08-25 16:28:57.858,2025-08-27 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
79000079,1000036,2025-09-07 16:28:57.858,Shipped,5944.89,12.41,PayPal,22972 Rodriguez Skyway,63263 Christine Loaf Apt. 311,2025-09-07 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
78000078,1000036,2025-08-22 16:28:57.858,Delivered,2132.23,17.68,Debit Card,081 Teresa Hills Apt. 538,651 Gregory Islands,2025-08-22 16:28:57.858,2025-08-24 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
77000077,1000035,2025-09-07 16:28:57.858,Shipped,6061.63,13.13,Debit Card,94424 Burgess Fork,605 Reed Extension Apt. 570,2025-09-07 16:28:57.858,2025-09-08 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
76000076,1000035,2025-09-07 16:28:57.858,Shipped,2588.06,14.42,Debit Card,679 Jennifer Garden,27855 Alex Meadow Suite 418,2025-09-07 16:28:57.858,2025-09-08 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
75000075,1000034,2025-08-30 16:28:57.858,Delivered,426.19,9.12,Debit Card,09321 Barnes Way,1912 Scott Square Suite 201,2025-08-30 16:28:57.858,2025-08-30 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
74000074,1000034,2025-08-30 16:28:57.858,Delivered,1857.49,7.94,Credit Card,22700 David Fields,94949 Gene Mills,2025-08-30 16:28:57.858,2025-09-01 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
73000073,1000034,2025-09-02 16:28:57.858,Delivered,1924.1,18.85,PayPal,4184 Anderson Rest Apt. 410,228 Anthony Inlet Suite 757,2025-09-02 16:28:57.858,2025-09-03 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
72000072,1000033,2025-08-29 16:28:57.858,Delivered,3060.88,11.87,PayPal,68234 Baker Pines Apt. 217,4637 Manuel Springs Suite 553,2025-08-29 16:28:57.858,2025-08-29 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
71000071,1000033,2025-09-11 16:28:57.858,Processing,2386.87,14.71,Debit Card,48696 Wendy Circle,5282 Ronald Lodge Suite 325,2025-09-11 16:28:57.858,2025-09-13 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
70000070,1000033,2025-09-04 16:28:57.858,Delivered,1632.56,18.24,Debit Card,2251 Renee Square Apt. 243,019 Jason Knolls Apt. 686,2025-09-04 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
69000069,1000031,2025-09-13 16:28:57.858,Pending,1013.57,12.61,Debit Card,352 Kevin Parkway Apt. 361,2557 Amanda Ports,2025-09-13 16:28:57.858,2025-09-13 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
68000068,1000031,2025-09-13 16:28:57.858,Pending,6758.59,15.94,Debit Card,01042 Knight Island Suite 492,3513 Rodriguez Roads,2025-09-13 16:28:57.858,2025-09-15 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
67000067,1000031,2025-09-13 16:28:57.858,Pending,1584.57,7.38,Credit Card,95562 Edward Burgs Apt. 331,781 Jennifer Square,2025-09-13 16:28:57.858,2025-09-15 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
95000095,1000042,2025-08-31 16:28:57.858,Delivered,1534.25,15.13,Credit Card,919 Green Orchard Apt. 692,76596 Kennedy Harbor,2025-08-31 16:28:57.858,2025-09-01 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
97000097,1000043,2025-08-23 16:28:57.858,Delivered,2538.72,15.57,PayPal,21669 Harris Mission,218 Jenna River,2025-08-23 16:28:57.858,2025-08-23 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
65000065,1000029,2025-08-31 16:28:57.858,Delivered,5467.46,10.97,Debit Card,285 Jerry Squares Suite 954,65295 Matthew Roads,2025-08-31 16:28:57.858,2025-09-01 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
113000113,1000047,2025-09-13 16:28:57.858,Pending,4239.42,15.69,Debit Card,8929 Campbell Lights,3654 Martinez Expressway Suite 398,2025-09-13 16:28:57.858,2025-09-13 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
126000126,1000054,2025-09-09 16:28:57.858,Shipped,3484.1,7.86,Debit Card,7449 Johnson Cape,22329 Ferguson Stream Apt. 748,2025-09-09 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
125000125,1000052,2025-09-07 16:28:57.858,Shipped,3985.32,17.08,Credit Card,5508 Wallace Street Apt. 107,4546 Deborah Fall,2025-09-07 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
124000124,1000052,2025-09-08 16:28:57.858,Shipped,1803.85,18.79,Credit Card,2752 Zoe Crossroad Suite 452,374 Theresa Garden,2025-09-08 16:28:57.858,2025-09-10 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
123000123,1000051,2025-08-31 16:28:57.858,Delivered,3894.9,7.25,Debit Card,19891 Foster Parkways Apt. 477,7757 Gibson Orchard Suite 270,2025-08-31 16:28:57.858,2025-09-02 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
122000122,1000051,2025-08-28 16:28:57.858,Delivered,2275.5,14.56,PayPal,1570 Paul Coves,428 Turner Ridges,2025-08-28 16:28:57.858,2025-08-30 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
121000121,1000051,2025-09-09 16:28:57.858,Shipped,913.95,12.49,PayPal,13432 Gross Inlet Apt. 159,5720 Nathaniel Meadow,2025-09-09 16:28:57.858,2025-09-10 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
120000120,1000050,2025-09-03 16:28:57.858,Delivered,3264.55,10.75,Debit Card,242 Donna Springs,3607 Hamilton Springs Apt. 340,2025-09-03 16:28:57.858,2025-09-04 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
119000119,1000049,2025-08-27 16:28:57.858,Delivered,3209.68,16.07,Debit Card,214 Hoffman Extension Apt. 904,6382 Hunt Mills,2025-08-27 16:28:57.858,2025-08-29 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
118000118,1000049,2025-09-13 16:28:57.858,Pending,6193.64,9.86,Debit Card,4955 Roberson Oval Suite 897,42849 James Vista Suite 264,2025-09-13 16:28:57.858,2025-09-14 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
117000117,1000048,2025-09-06 16:28:57.858,Delivered,591.31,9.89,Credit Card,228 Denise Station,466 Scott Mountain Suite 246,2025-09-06 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
116000116,1000048,2025-09-06 16:28:57.858,Delivered,3152.85,14.59,Debit Card,0901 Joseph Points Suite 772,54203 Dixon Trail Suite 057,2025-09-06 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
115000115,1000048,2025-09-06 16:28:57.858,Delivered,2103.73,5.38,Credit Card,4835 Bethany Mall,99394 Collins Forks Suite 616,2025-09-06 16:28:57.858,2025-09-07 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
114000114,1000047,2025-09-13 16:28:57.858,Pending,635.95,19.37,Debit Card,01998 Wilson Locks Apt. 568,402 Dana Square Apt. 325,2025-09-13 16:28:57.858,2025-09-14 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
112000112,1000047,2025-09-13 16:28:57.858,Pending,5020.21,14.48,PayPal,301 Rodney Underpass,12397 Garcia Highway,2025-09-13 16:28:57.858,2025-09-14 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
98000098,1000043,2025-09-11 16:28:57.858,Processing,715.26,17.58,PayPal,882 Kristin Lock,4584 Heather Green,2025-09-11 16:28:57.858,2025-09-11 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
111000111,1000046,2025-09-09 16:28:57.858,Shipped,5379.73,12.39,Debit Card,74984 Gonzales Highway Suite 349,0034 Michael Via Suite 146,2025-09-09 16:28:57.858,2025-09-10 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
110000110,1000046,2025-08-28 16:28:57.858,Delivered,3943.97,11.23,PayPal,2215 Duarte Ford,17979 Teresa Fields,2025-08-28 16:28:57.858,2025-08-28 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
109000109,1000046,2025-08-23 16:28:57.858,Delivered,999.1,18.69,PayPal,90464 Burns Viaduct Apt. 773,91159 Olivia Brooks Suite 596,2025-08-23 16:28:57.858,2025-08-25 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
108000108,1000046,2025-08-23 16:28:57.858,Delivered,2829.07,12.71,PayPal,336 Brian Brooks,540 Joshua Glens Suite 595,2025-08-23 16:28:57.858,2025-08-25 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
107000107,1000045,2025-08-21 16:28:57.858,Delivered,2755.05,12.17,Credit Card,7508 Sean Wall Apt. 984,1680 Scott Lake Suite 276,2025-08-21 16:28:57.858,2025-08-21 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
106000106,1000045,2025-08-26 16:28:57.858,Delivered,2952.88,12.86,Debit Card,51155 Christopher Ferry,675 Stephanie Lakes Suite 626,2025-08-26 16:28:57.858,2025-08-26 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
105000105,1000044,2025-09-07 16:28:57.858,Shipped,50.64,10.74,Credit Card,84667 Lee Isle,4980 Smith Throughway,2025-09-07 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
104000104,1000044,2025-09-07 16:28:57.858,Shipped,510.95,16.55,PayPal,92155 Nicole Forks,089 Dustin Views Suite 291,2025-09-07 16:28:57.858,2025-09-07 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
103000103,1000044,2025-09-07 16:28:57.858,Shipped,2928.69,17.7,Credit Card,94852 Rebecca Locks,186 Ramirez Highway,2025-09-07 16:28:57.858,2025-09-08 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
102000102,1000044,2025-09-07 16:28:57.858,Shipped,1364.86,17.77,Debit Card,983 Andrew Burgs,38839 Victoria Mews,2025-09-07 16:28:57.858,2025-09-08 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
101000101,1000044,2025-09-07 16:28:57.858,Shipped,1157.65,15.92,Credit Card,52486 Hall Causeway Apt. 925,152 Wilson Grove Apt. 614,2025-09-07 16:28:57.858,2025-09-08 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
100000100,1000043,2025-08-23 16:28:57.858,Delivered,615.97,7.6,Credit Card,556 Oneill Glens,26737 Ramos Port,2025-08-23 16:28:57.858,2025-08-24 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
99000099,1000043,2025-09-03 16:28:57.858,Delivered,3822.17,9.4,Credit Card,91923 Sean Bridge,17327 Evans Plains Suite 637,2025-09-03 16:28:57.858,2025-09-03 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
66000066,1000030,2025-09-06 16:28:57.858,Delivered,3389.47,11.45,Debit Card,119 Morales Drive,83907 Kramer Hill Apt. 349,2025-09-06 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
64000064,1000028,2025-08-31 16:28:57.858,Delivered,2044.75,14.77,Credit Card,4612 Jordan Mall Apt. 055,56959 Gay Turnpike Apt. 181,2025-08-31 16:28:57.858,2025-09-01 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
254000254,1000123,2025-09-09 16:28:57.858,Shipped,2372.85,13.41,Credit Card,44601 Michaela Motorway,67967 Chambers Ranch Apt. 608,2025-09-09 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
17000017,1000007,2025-09-09 16:28:57.858,Shipped,5467.31,18.53,Credit Card,978 Welch Prairie Apt. 002,07616 Baker Valleys,2025-09-09 16:28:57.858,2025-09-11 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
30000030,1000015,2025-09-09 16:28:57.858,Shipped,5275.57,16.6,Debit Card,5677 Rebecca Villages Suite 175,1653 Harper Lights Apt. 129,2025-09-09 16:28:57.858,2025-09-10 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
29000029,1000014,2025-09-08 16:28:57.858,Shipped,1752.55,14.1,Credit Card,7438 Robert Row Suite 422,9677 Brooks Islands,2025-09-08 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
28000028,1000014,2025-09-08 16:28:57.858,Shipped,4295.71,5.99,Credit Card,5605 Hammond Street,278 Jensen Loop,2025-09-08 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
27000027,1000014,2025-09-11 16:28:57.858,Processing,2270.26,15.02,Credit Card,7645 Jennifer Station Suite 316,0578 Tyler Extensions Apt. 615,2025-09-11 16:28:57.858,2025-09-11 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
26000026,1000012,2025-09-12 16:28:57.858,Pending,3020.61,6.75,Credit Card,237 Brown Oval Apt. 679,657 Sabrina Lights,2025-09-12 16:28:57.858,2025-09-12 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
25000025,1000012,2025-09-04 16:28:57.858,Delivered,987.95,12.71,PayPal,7343 Johnson Hollow Apt. 648,2704 Shannon Ville,2025-09-04 16:28:57.858,2025-09-04 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
24000024,1000012,2025-09-04 16:28:57.858,Delivered,2778.53,18.48,Credit Card,377 Simpson Valley Apt. 356,765 Cisneros Throughway,2025-09-04 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
23000023,1000011,2025-09-01 16:28:57.858,Delivered,1227.22,13.12,Debit Card,2300 Solis Haven,973 Jason Points Apt. 339,2025-09-01 16:28:57.858,2025-09-02 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
22000022,1000011,2025-08-19 16:28:57.858,Delivered,5152.04,12.93,Credit Card,060 Wade Knolls Suite 237,233 Jeffrey Ridge,2025-08-19 16:28:57.858,2025-08-20 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
21000021,1000010,2025-08-29 16:28:57.858,Delivered,1186.58,17.13,Credit Card,94853 Johnny Mission,9230 Anderson Forges Apt. 392,2025-08-29 16:28:57.858,2025-08-29 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
20000020,1000009,2025-09-01 16:28:57.858,Delivered,1369.12,10.17,Credit Card,876 Wood Canyon,905 Chang Plains Apt. 643,2025-09-01 16:28:57.858,2025-09-03 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
19000019,1000009,2025-09-09 16:28:57.858,Shipped,2854.5,11.51,PayPal,2485 Stone Mountain Apt. 955,971 Joel Union,2025-09-09 16:28:57.858,2025-09-11 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
18000018,1000009,2025-08-25 16:28:57.858,Delivered,4948.14,17.73,Debit Card,5451 Murphy Streets Apt. 230,8789 Kyle Roads Suite 175,2025-08-25 16:28:57.858,2025-08-27 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
16000016,1000007,2025-09-09 16:28:57.858,Shipped,1803.48,13.42,Debit Card,7532 Veronica Ville Apt. 521,435 Jacqueline Meadow,2025-09-09 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
32000032,1000016,2025-09-05 16:28:57.858,Delivered,1053.53,5.25,PayPal,8261 Williams Springs Apt. 783,97107 Debra Camp Apt. 701,2025-09-05 16:28:57.858,2025-09-07 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
15000015,1000007,2025-09-09 16:28:57.858,Shipped,5004.56,14.94,Credit Card,003 Kurt Mission,4213 Lindsey Squares,2025-09-09 16:28:57.858,2025-09-11 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
14000014,1000006,2025-09-07 16:28:57.858,Shipped,7523.53,9.64,Credit Card,8301 Charles Inlet Apt. 652,37028 Washington Ranch,2025-09-07 16:28:57.858,2025-09-08 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
13000013,1000006,2025-09-01 16:28:57.858,Delivered,4944.32,14.6,Credit Card,982 David Station Apt. 038,058 Brian Skyway Apt. 442,2025-09-01 16:28:57.858,2025-09-03 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
12000012,1000005,2025-09-09 16:28:57.858,Shipped,4983.8,19.06,PayPal,12693 Martinez Shores,51297 Smith Crossing Apt. 891,2025-09-09 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
11000011,1000004,2025-09-02 16:28:57.858,Delivered,1273.96,7.12,Debit Card,13987 Aaron Brooks Apt. 050,6459 Adam Parkways Apt. 512,2025-09-02 16:28:57.858,2025-09-04 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
10000010,1000004,2025-09-02 16:28:57.858,Delivered,1804.84,7.63,Credit Card,4404 Wanda Curve,3388 Robert Streets Apt. 423,2025-09-02 16:28:57.858,2025-09-03 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
9000009,1000004,2025-09-02 16:28:57.858,Delivered,3858.33,12.51,Debit Card,3814 Smith Walk Suite 674,772 Galvan Path Suite 714,2025-09-02 16:28:57.858,2025-09-02 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
8000008,1000003,2025-09-06 16:28:57.858,Delivered,3323.59,7.2,PayPal,2534 Smith Gateway Suite 323,286 Barr Tunnel Suite 731,2025-09-06 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
7000007,1000003,2025-09-04 16:28:57.858,Delivered,2931.74,7.18,Debit Card,5082 Carlson Manor Suite 879,439 Jason Road,2025-09-04 16:28:57.858,2025-09-06 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6000006,1000003,2025-08-20 16:28:57.858,Delivered,182.66,19.72,Credit Card,3867 Darlene Valley,33380 Kathleen Well Suite 774,2025-08-20 16:28:57.858,2025-08-22 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
5000005,1000002,2025-08-25 16:28:57.858,Delivered,1728.37,16.39,Debit Card,07773 Christina Plains Suite 765,9265 Escobar Oval,2025-08-25 16:28:57.858,2025-08-27 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
4000004,1000002,2025-08-20 16:28:57.858,Delivered,1235.2,14.37,Debit Card,402 Matthew Ridges,0717 Bell Prairie,2025-08-20 16:28:57.858,2025-08-22 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
3000003,1000001,2025-09-10 16:28:57.858,Processing,3490.58,13.97,Debit Card,5702 Flores Trace,641 Anna Manor Apt. 090,2025-09-10 16:28:57.858,2025-09-11 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
31000031,1000016,2025-08-24 16:28:57.858,Delivered,1376.94,7.15,Debit Card,8310 Martin Brook Suite 535,8541 Gonzalez Shores,2025-08-24 16:28:57.858,2025-08-25 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
33000033,1000016,2025-09-04 16:28:57.858,Delivered,2095.21,10.86,Debit Card,527 Curtis Burg,501 Vincent Divide Suite 066,2025-09-04 16:28:57.858,2025-09-05 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
63000063,1000027,2025-09-09 16:28:57.858,Shipped,2183.57,8.97,Debit Card,42135 Alexis Freeway Apt. 889,86005 Richard Circle,2025-09-09 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
49000049,1000021,2025-08-19 16:28:57.858,Delivered,3153.36,12.49,Credit Card,3371 Henson Forge,9034 Jones Circle,2025-08-19 16:28:57.858,2025-08-19 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
62000062,1000027,2025-09-09 16:28:57.858,Shipped,2149.74,5.22,PayPal,640 Vargas Crest,243 Mcgee Rapids Suite 658,2025-09-09 16:28:57.858,2025-09-09 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
61000061,1000026,2025-09-03 16:28:57.858,Delivered,1110.51,15.11,Debit Card,4015 Angela View,5120 Sloan Forge Suite 604,2025-09-03 16:28:57.858,2025-09-05 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
60000060,1000026,2025-08-23 16:28:57.858,Delivered,602.54,17.61,Debit Card,33791 Thomas Square,204 Troy Heights Apt. 921,2025-08-23 16:28:57.858,2025-08-24 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
59000059,1000026,2025-08-20 16:28:57.858,Delivered,2789.21,5.03,Credit Card,90129 White Alley,919 Gilbert Junction Apt. 401,2025-08-20 16:28:57.858,2025-08-20 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
58000058,1000026,2025-09-06 16:28:57.858,Delivered,412.75,18.5,Credit Card,209 Smith Flats Suite 107,30342 Luna Glens,2025-09-06 16:28:57.858,2025-09-07 16:28:57.858,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
